PROBEID	WORMBASE	UNIGENE	GENENAME	ALIAS	ENTREZID	display
171896_x_at	WBGene00009682	Cel.5746	Protein MSD-1	msd-1	177863	msd-1
171896_x_at	WBGene00009684	Cel.5746	Protein MSD-1	msd-1	177863	msd-1
171896_x_at	WBGene00016447	Cel.5746	Protein MSD-1	msd-1	177863	msd-1
171896_x_at	WBGene00009680	Cel.23426	Protein MSD-3	msd-3	177866	msd-3
171896_x_at	WBGene00016447	Cel.23426	Protein MSD-3	msd-3	177866	msd-3
171896_x_at	WBGene00009684	Cel.23426	Protein MSD-3	msd-3	177866	msd-3
171896_x_at	WBGene00009682	Cel.23426	Protein MSD-3	msd-3	177866	msd-3
171896_x_at	WBGene00009682	Cel.21827	Protein MSD-2	msd-2	260109	msd-2
171896_x_at	WBGene00009680	Cel.21827	Protein MSD-2	msd-2	260109	msd-2
171896_x_at	WBGene00016447	Cel.21827	Protein MSD-2	msd-2	260109	msd-2
171896_x_at	WBGene00009684	Cel.21827	Protein MSD-2	msd-2	260109	msd-2
171897_x_at	WBGene00015752	Cel.17287	Protein C14B9.2	C14B9.2	176147	C14B9.2
171898_x_at	WBGene00010221	Cel.23191	Protein F57G12.1	F57G12.1	181381	F57G12.1
171899_x_at	WBGene00017546	Cel.34208	Protein RPA-1	rpa-1	174238	rpa-1
171900_s_at	WBGene00015232	Cel.38041	Protein B0511.6	B0511.6	172954	B0511.6
171901_x_at	WBGene00001814	Cel.7790	Protein HAF-4	haf-4	171639	haf-4
171902_x_at	WBGene00019875	Cel.18184	Protein MCA-2	mca-2	177004	mca-2
171903_x_at	WBGene00007624	Cel.38719	Protein WAGO-9	wago-9	175535	wago-9
171904_x_at	WBGene00008378	Cel.23474	Protein D1054.11	D1054.11	179497	D1054.11
171905_x_at	WBGene00010742	Cel.3029	Protein K10D6.2	K10D6.2	179548	K10D6.2
171906_x_at	WBGene00010736	Cel.22796	Protein K10C8.3	K10C8.3	179737	K10C8.3
171906_x_at	NA	Cel.22796	Protein K10C8.3	K10C8.3	13215884	K10C8.3
171907_x_at	WBGene00001980	Cel.17110	Protein HMR-1	hmr-1	173007	hmr-1
171908_x_at	WBGene00007192	Cel.6372	Protein B0491.5	B0491.5	174734	B0491.5
171909_s_at	WBGene00007586	Cel.22868	Protein RIL-2	ril-2	179725	ril-2
171910_x_at	WBGene00000170	Cel.17495	Protein AQP-2	aqp-2	174467	aqp-2
171911_x_at	WBGene00009993	Cel.17493	Protein F53F4.11	F53F4.11	179849	F53F4.11
171912_x_at	WBGene00000503	Cel.17326	Protein CHT-1	cht-1	180628	cht-1
171913_x_at	WBGene00022490	Cel.9626	Protein Y119D3B.13	Y119D3B.13	175283	Y119D3B.13
171914_x_at	WBGene00018092	Cel.3718	Protein F36F12.1	F36F12.1	178691	F36F12.1
171915_at	NA	NA	ATP synthase F0 subunit 6	ATP6	2565704	ATP6
171916_s_at	NA	NA	NA	NA	NA	171916_s_at
171917_x_at	WBGene00022089	Cel.9111	Protein Y69A2AR.18	Y69A2AR.18	177038	Y69A2AR.18
171918_x_at	WBGene00012463	Cel.32092	Protein Y17G7B.10	Y17G7B.10	174846	Y17G7B.10
171919_x_at	NA	NA	NA	NA	NA	171919_x_at
171920_x_at	NA	NA	NA	NA	NA	171920_x_at
171921_x_at	WBGene00001858	Cel.18220	Protein HIL-7	hil-7	177433	hil-7
171922_x_at	WBGene00020391	Cel.17580	Protein CCT-7	cct-7	178670	cct-7
171923_x_at	WBGene00012608	Cel.8339	Protein Y38F1A.6	Y38F1A.6	174942	Y38F1A.6
171924_x_at	WBGene00006819	Cel.23236	Protein UNC-87	unc-87	172397	unc-87
171925_x_at	WBGene00016725	Cel.17473	Protein C46H3.2	C46H3.2	3564865	C46H3.2
171926_x_at	WBGene00000991	Cel.9031	Protein DHS-28	dhs-28	180950	dhs-28
171927_x_at	WBGene00006519	Cel.18117	Protein TAG-174	tag-174	175693	tag-174
171928_x_at	WBGene00008624	Cel.22762	Protein F09E8.2	F09E8.2	178267	F09E8.2
171929_x_at	WBGene00015971	Cel.7187	Protein SWSN-2.2	swsn-2.2	172018	swsn-2.2
171930_x_at	WBGene00004681	Cel.5476	Protein RSD-2	rsd-2	178322	rsd-2
171931_s_at	WBGene00007787	Cel.3060	Protein C27H6.8	C27H6.8	179392	C27H6.8
171932_x_at	WBGene00008621	Cel.5403	Protein F09C8.1	F09C8.1	181691	F09C8.1
171933_at	WBGene00021352	Cel.16503	Protein Y37E3.11	Y37E3.11	171770	Y37E3.11
171934_x_at	NA	NA	NADH dehydrogenase subunit 1	ND1	2565698	ND1
171935_s_at	WBGene00017028	Cel.6121	Protein D1044.2	D1044.2	175761	D1044.2
171936_s_at	WBGene00009092	Cel.3921	Protein TOMM-20	tomm-20	179691	tomm-20
171937_x_at	WBGene00019947	Cel.17489	Protein HTZ-1	htz-1	177212	htz-1
171938_x_at	NA	NA	NA	NA	NA	171938_x_at
171939_x_at	WBGene00020298	Cel.7690	Protein T07A9.10	T07A9.10	176862	T07A9.10
171940_x_at	WBGene00004445	Cel.20519	Protein RPL-31	rpl-31	173235	rpl-31
171941_s_at	WBGene00009692	Cel.7130	Protein F44E5.4	F44E5.4	174805	F44E5.4
171941_s_at	WBGene00009691	Cel.7130	Protein F44E5.4	F44E5.4	174805	F44E5.4
171941_s_at	WBGene00009692	Cel.23326	Protein F44E5.5	F44E5.5	174806	F44E5.5
171941_s_at	WBGene00009691	Cel.23326	Protein F44E5.5	F44E5.5	174806	F44E5.5
171942_x_at	WBGene00004389	Cel.16454	Protein RNP-6	rnp-6	171922	rnp-6
171943_x_at	NA	NA	NA	NA	NA	171943_x_at
171944_x_at	WBGene00006796	Cel.8113	Protein UNC-62	unc-62	178845	unc-62
171945_x_at	WBGene00015646	Cel.7167	Protein MLT-10	mlt-10	173445	mlt-10
171946_x_at	WBGene00020246	Cel.17413	Protein CLIC-1	clic-1	179150	clic-1
171947_x_at	WBGene00000865	Cel.19740	Protein CYB-1	cyb-1	177965	cyb-1
171948_x_at	WBGene00006529	Cel.7257	Protein TBA-2	tba-2	173167	tba-2
171949_x_at	WBGene00012660	Cel.9860	Protein Y39A1A.24	Y39A1A.24	3564902	Y39A1A.24
171950_x_at	WBGene00011742	Cel.7014	Protein T12G3.7	T12G3.7	178137	T12G3.7
171951_x_at	WBGene00004164	Cel.17606	Protein PQN-83	pqn-83	176729	pqn-83
171952_s_at	NA	Cel.7263	Protein MEX-1	mex-1	13187333	mex-1
171952_s_at	WBGene00003228	Cel.7263	Protein MEX-1	mex-1	174836	mex-1
171953_x_at	WBGene00004302	Cel.17475	Protein RAN-1	ran-1	176503	ran-1
171954_x_at	WBGene00004480	Cel.7378	Protein RPS-11	rps-11	178083	rps-11
171955_x_at	WBGene00001502	Cel.17467	Protein FTT-2	ftt-2	181348	ftt-2
171956_s_at	WBGene00004237	Cel.5865	Protein PTR-23	ptr-23	173362	ptr-23
171957_x_at	WBGene00004452	Cel.17981	Protein RPL-38	rpl-38	180044	rpl-38
171958_at	NA	NA	NADH dehydrogenase subunit 4	ND4	2565705	ND4
171959_x_at	WBGene00004487	Cel.30551	Protein RPS-18	rps-18	178408	rps-18
171960_x_at	WBGene00001946	Cel.38653	Protein HIS-72	his-72	176660	his-72
171961_x_at	WBGene00001558	Cel.17646	Protein GDI-1	gdi-1	178402	gdi-1
171962_x_at	WBGene00002004	Cel.16386	Protein HSF-1	hsf-1	173078	hsf-1
171963_x_at	WBGene00000381	Cel.17538	Protein CCT-6	cct-6	175819	cct-6
171964_s_at	WBGene00020604	Cel.7178	Protein T20B12.7	T20B12.7	176051	T20B12.7
171965_x_at	WBGene00013538	Cel.6265	Protein TAG-349	tag-349	178437	tag-349
171966_x_at	WBGene00019760	Cel.22620	Protein CALU-1	calu-1	180769	calu-1
171967_x_at	NA	Cel.5493	Protein C27H2.2	C27H2.2	182968	C27H2.2
171968_x_at	WBGene00001037	Cel.5628	Protein DNJ-19	dnj-19	3565862	dnj-19
171969_x_at	WBGene00014054	Cel.6097	Protein ZK669.4	ZK669.4	174279	ZK669.4
171970_x_at	WBGene00044201	Cel.5437	Protein H39E23.3	H39E23.3	3565355	H39E23.3
171971_x_at	NA	NA	NA	NA	NA	171971_x_at
171972_x_at	WBGene00002230	Cel.30872	Protein KLP-20	klp-20	3565057	klp-20
171973_at	WBGene00011338	Cel.9100	Protein SEC-31	sec-31	178060	sec-31
171974_x_at	WBGene00001026	Cel.7380	Protein DNJ-8	dnj-8	174093	dnj-8
171975_x_at	WBGene00004700	Cel.22808	Protein RSP-3	rsp-3	176688	rsp-3
171976_x_at	WBGene00004489	Cel.6570	Protein RPS-20	rps-20	173309	rps-20
171977_x_at	WBGene00015514	Cel.22773	Protein C06A8.3	C06A8.3	174259	C06A8.3
171978_x_at	WBGene00022369	Cel.20300	Protein Y92H12BR.3	Y92H12BR.3	171707	Y92H12BR.3
171979_x_at	WBGene00020588	Cel.7141	Protein T19H12.2	T19H12.2	178881	T19H12.2
171980_x_at	WBGene00006449	Cel.18047	Protein TAG-76	tag-76	176400	tag-76
171981_x_at	WBGene00012317	Cel.17090	Protein ZTF-6	ztf-6	173014	ztf-6
171982_x_at	WBGene00001444	Cel.8838	Protein FLP-1	flp-1	177737	flp-1
171983_s_at	WBGene00013076	Cel.1647	Protein Y51A2D.8	Y51A2D.8	180208	Y51A2D.8
171984_at	WBGene00013025	Cel.38650	Protein VHA-13	vha-13	3564970	vha-13
171985_x_at	WBGene00001834	Cel.17341	Protein HDA-1	hda-1	179959	hda-1
171986_x_at	WBGene00020862	Cel.2105	Protein FIP-2	fip-2	179283	fip-2
171987_x_at	WBGene00021093	Cel.7270	Protein W08F4.3	W08F4.3	173450	W08F4.3
171988_at	WBGene00003893	Cel.17507	Protein OST-1	ost-1	176931	ost-1
171989_x_at	WBGene00014165	Cel.23320	Protein PUF-12	puf-12	174572	puf-12
171990_x_at	WBGene00001086	Cel.7349	Protein DPY-27	dpy-27	175492	dpy-27
171991_x_at	WBGene00021442	Cel.6355	Protein Y39A3CL.4	Y39A3CL.4	175325	Y39A3CL.4
171992_x_at	NA	NA	NA	NA	NA	171992_x_at
171993_x_at	WBGene00000901	Cel.8086	Protein DAF-5	daf-5	175054	daf-5
171994_x_at	WBGene00004491	Cel.8436	Protein RPS-22	rps-22	175338	rps-22
171995_x_at	WBGene00003048	Cel.6733	Protein LIT-1	lit-1	176808	lit-1
171996_x_at	WBGene00001184	Cel.17140	Protein EGL-15	egl-15	181291	egl-15
171997_x_at	WBGene00002978	Cel.7812	Protein LEV-11	lev-11	173319	lev-11
171998_x_at	WBGene00006752	Cel.16847	Protein UNC-13	unc-13	172497	unc-13
171999_x_at	WBGene00000528	Cel.17014	Protein CLH-1	clh-1	174821	clh-1
172000_x_at	WBGene00006359	Cel.16909	Protein SWP-1	swp-1	175795	swp-1
172001_x_at	WBGene00002978	Cel.7812	Protein LEV-11	lev-11	173319	lev-11
172002_x_at	WBGene00002270	Cel.19477	Protein LEC-7	lec-7	181199	lec-7
172003_x_at	WBGene00002270	Cel.19477	Protein LEC-7	lec-7	181199	lec-7
172004_x_at	WBGene00006819	Cel.23236	Protein UNC-87	unc-87	172397	unc-87
172005_x_at	WBGene00006349	Cel.19738	Protein SUR-2	sur-2	173345	sur-2
172006_x_at	WBGene00000254	Cel.38646	Protein BLI-4	bli-4	172333	bli-4
172007_x_at	WBGene00003902	Cel.17753	Protein PAB-1	pab-1	172920	pab-1
172008_x_at	NA	NA	NA	NA	NA	172008_x_at
172009_x_at	WBGene00013236	Cel.37554	Protein Y56A3A.18	Y56A3A.18	176624	Y56A3A.18
172010_x_at	WBGene00000292	Cel.19727	Protein CAP-1	cap-1	177497	cap-1
172011_x_at	WBGene00019250	Cel.38917	Protein H28G03.2	H28G03.2	180790	H28G03.2
172012_x_at	WBGene00002190	Cel.5527	Protein KIN-2	kin-2	180864	kin-2
172013_x_at	WBGene00000276	Cel.34166	Protein BYN-1	byn-1	175968	byn-1
172014_x_at	WBGene00008053	Cel.7497	Protein CDC-48.2	cdc-48.2	174309	cdc-48.2
172015_x_at	WBGene00022349	Cel.221	Protein Y82E9BR.17	Y82E9BR.17	259490	Y82E9BR.17
172016_x_at	WBGene00006324	Cel.16995	Protein SUP-17	sup-17	172689	sup-17
172017_x_at	WBGene00001043	Cel.19473	Protein DNJ-25	dnj-25	180356	dnj-25
172018_x_at	WBGene00006836	Cel.5462	Protein UNC-112	unc-112	179972	unc-112
172019_x_at	WBGene00002998	Cel.19461	Protein LIN-9	lin-9	176256	lin-9
172020_x_at	WBGene00003021	Cel.7030	Protein LIN-36	lin-36	176128	lin-36
172021_x_at	WBGene00001630	Cel.19665	Protein GLY-5	gly-5	176736	gly-5
172022_x_at	WBGene00022273	Cel.19506	Protein Y73E7A.6	Y73E7A.6	171724	Y73E7A.6
172023_x_at	WBGene00002222	Cel.18194	Protein KLP-11	klp-11	177685	klp-11
172024_x_at	WBGene00000528	Cel.17014	Protein CLH-1	clh-1	174821	clh-1
172025_x_at	WBGene00003813	Cel.5615	Protein NRF-6	nrf-6	174287	nrf-6
172026_x_at	WBGene00006886	Cel.18134	Protein VAP-1	vap-1	181768	vap-1
172027_x_at	WBGene00000820	Cel.19615	Protein CSP-2	csp-2	177391	csp-2
172028_x_at	WBGene00006751	Cel.16650	Protein UNC-11	unc-11	171952	unc-11
172029_x_at	WBGene00006751	Cel.16650	Protein UNC-11	unc-11	171952	unc-11
172030_x_at	WBGene00000821	Cel.19615	Protein CSP-3	csp-3	173066	csp-3
172030_x_at	WBGene00000821	Cel.28211	Protein CSP-3	csp-3	173066	csp-3
172031_x_at	WBGene00001340	Cel.5079	Protein ETR-1	etr-1	173401	etr-1
172032_x_at	WBGene00004393	Cel.19579	Protein RNT-1	rnt-1	172243	rnt-1
172033_x_at	WBGene00000898	Cel.8775	Protein DAF-2	daf-2	175410	daf-2
172034_x_at	WBGene00003649	Cel.19467	Protein NHR-59	nhr-59	178707	nhr-59
172035_x_at	WBGene00003640	Cel.17991	Protein NHR-50	nhr-50	180067	nhr-50
172036_x_at	WBGene00000196	Cel.22616	Protein AARS-1	aars-1	174749	aars-1
172037_x_at	NA	Cel.16989	Protein CHA-1	cha-1	13192683	cha-1
172038_x_at	NA	Cel.16989	Protein UNC-17	unc-17	13192684	unc-17
172039_x_at	WBGene00017472	Cel.10981	Protein CST-1	cst-1	180708	cst-1
172040_x_at	WBGene00003396	Cel.18370	Protein MOM-4	mom-4	172842	mom-4
172041_x_at	WBGene00004776	Cel.19556	Protein SER-1	ser-1	181716	ser-1
172042_x_at	WBGene00000226	Cel.18044	Protein ATL-1	atl-1	179352	atl-1
172043_x_at	WBGene00002265	Cel.18254	Protein LEC-2	lec-2	174560	lec-2
172044_x_at	WBGene00001284	Cel.16966	Protein EMB-30	emb-30	176322	emb-30
172045_x_at	WBGene00001858	Cel.18220	Protein HIL-7	hil-7	177433	hil-7
172046_x_at	WBGene00001843	Cel.19613	Protein HGO-1	hgo-1	172726	hgo-1
172047_x_at	WBGene00002182	Cel.38754	Protein KAP-1	kap-1	176041	kap-1
172048_x_at	WBGene00000532	Cel.19539	Protein CLH-5	clh-5	174449	clh-5
172049_x_at	WBGene00022212	Cel.25046	Protein Y73B3A.10	Y73B3A.10	190628	Y73B3A.10
172050_x_at	WBGene00022211	Cel.30737	Protein Y73B3A.9	Y73B3A.9	190627	Y73B3A.9
172051_x_at	WBGene00022213	Cel.28425	Protein Y73B3A.11	Y73B3A.11	190629	Y73B3A.11
172052_x_at	NA	NA	NA	NA	NA	172052_x_at
172053_x_at	NA	NA	NA	NA	NA	172053_x_at
172054_at	NA	NA	NA	NA	NA	172054_at
172055_x_at	WBGene00001917	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001931	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001895	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001939	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001886	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001925	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001942	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001927	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001881	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001921	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001904	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001907	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001893	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001877	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001935	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001890	Cel.3208	Protein HIS-51	his-51	179261	his-51
172055_x_at	WBGene00001882	Cel.3207	Protein HIS-52	his-52	179262	his-52
172055_x_at	WBGene00001926	Cel.3207	Protein HIS-52	his-52	179262	his-52
172055_x_at	WBGene00001894	Cel.3207	Protein HIS-52	his-52	179262	his-52
172055_x_at	WBGene00001896	Cel.3207	Protein HIS-52	his-52	179262	his-52
172055_x_at	WBGene00001878	Cel.3207	Protein HIS-52	his-52	179262	his-52
172055_x_at	WBGene00001928	Cel.3207	Protein HIS-52	his-52	179262	his-52
172055_x_at	WBGene00001904	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001881	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001921	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001877	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001893	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001886	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001935	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001917	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001931	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001939	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001895	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001925	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001890	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001927	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001942	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001907	Cel.3208	Protein HIS-21	his-21	179265	his-21
172055_x_at	WBGene00001926	Cel.3207	Protein HIS-22	his-22	179266	his-22
172055_x_at	WBGene00001894	Cel.3207	Protein HIS-22	his-22	179266	his-22
172055_x_at	WBGene00001882	Cel.3207	Protein HIS-22	his-22	179266	his-22
172055_x_at	WBGene00001928	Cel.3207	Protein HIS-22	his-22	179266	his-22
172055_x_at	WBGene00001896	Cel.3207	Protein HIS-22	his-22	179266	his-22
172055_x_at	WBGene00001878	Cel.3207	Protein HIS-22	his-22	179266	his-22
172055_x_at	WBGene00001896	Cel.21445	Protein HIS-4	his-4	180072	his-4
172055_x_at	WBGene00001882	Cel.21445	Protein HIS-4	his-4	180072	his-4
172055_x_at	WBGene00001928	Cel.21445	Protein HIS-4	his-4	180072	his-4
172055_x_at	WBGene00001926	Cel.21445	Protein HIS-4	his-4	180072	his-4
172055_x_at	WBGene00001878	Cel.21445	Protein HIS-4	his-4	180072	his-4
172055_x_at	WBGene00001894	Cel.21445	Protein HIS-4	his-4	180072	his-4
172055_x_at	WBGene00001921	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001939	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001886	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001904	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001893	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001931	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001895	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001942	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001925	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001881	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001935	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001907	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001927	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001877	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001917	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001890	Cel.21446	Protein HIS-3	his-3	180073	his-3
172055_x_at	WBGene00001886	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001917	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001925	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001881	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001942	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001893	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001904	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001939	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001921	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001890	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001907	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001935	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001927	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001895	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001931	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001877	Cel.32966	Protein HIS-53	his-53	184112	his-53
172055_x_at	WBGene00001928	Cel.33086	Protein HIS-54	his-54	184117	his-54
172055_x_at	WBGene00001927	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001893	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001917	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001942	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001939	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001925	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001907	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001904	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001931	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001886	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001895	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001881	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001921	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001890	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001935	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001877	Cel.28727	Protein HIS-7	his-7	191669	his-7
172055_x_at	WBGene00001926	Cel.29298	Protein HIS-8	his-8	191670	his-8
172055_x_at	WBGene00001878	Cel.29298	Protein HIS-8	his-8	191670	his-8
172055_x_at	WBGene00001894	Cel.29298	Protein HIS-8	his-8	191670	his-8
172055_x_at	WBGene00001928	Cel.29298	Protein HIS-8	his-8	191670	his-8
172055_x_at	WBGene00001882	Cel.29298	Protein HIS-8	his-8	191670	his-8
172055_x_at	WBGene00001896	Cel.29298	Protein HIS-8	his-8	191670	his-8
172055_x_at	WBGene00001926	Cel.3207	Protein HIS-20	his-20	191675	his-20
172055_x_at	WBGene00001928	Cel.3207	Protein HIS-20	his-20	191675	his-20
172055_x_at	WBGene00001878	Cel.3207	Protein HIS-20	his-20	191675	his-20
172055_x_at	WBGene00001894	Cel.3207	Protein HIS-20	his-20	191675	his-20
172055_x_at	WBGene00001896	Cel.3207	Protein HIS-20	his-20	191675	his-20
172055_x_at	WBGene00001882	Cel.3207	Protein HIS-20	his-20	191675	his-20
172055_x_at	WBGene00001917	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001890	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001893	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001935	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001881	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001907	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001927	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001895	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001931	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001942	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001904	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001886	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001939	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001925	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001877	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	WBGene00001921	Cel.3208	Protein HIS-19	his-19	259800	his-19
172055_x_at	NA	NA	ncRNA	F45F2.14	13214041	F45F2.14
172055_x_at	NA	NA	ncRNA	F07B7.15	13214160	F07B7.15
172055_x_at	NA	NA	ncRNA	K06C4.26	13214175	K06C4.26
172055_x_at	NA	NA	ncRNA	K06C4.23	13214179	K06C4.23
172055_x_at	NA	NA	ncRNA	T10C6.19	13217254	T10C6.19
172056_x_at	WBGene00000027	Cel.28947	Protein ABU-4	abu-4	353458	abu-4
172057_x_at	WBGene00000095	Cel.38989	Protein AHA-1	aha-1	172889	aha-1
172058_x_at	WBGene00006779	Cel.22903	Protein UNC-43	unc-43	177921	unc-43
172059_x_at	WBGene00001517	Cel.19523	Protein GAR-1	gar-1	180922	gar-1
172060_x_at	WBGene00001517	Cel.19523	Protein GAR-1	gar-1	180922	gar-1
172061_x_at	WBGene00006784	Cel.18075	Protein UNC-49	unc-49	176472	unc-49
172062_x_at	WBGene00006671	Cel.11177	Protein TWK-17	twk-17	181024	twk-17
172063_x_at	WBGene00003837	Cel.12415	Protein OAT-1	oat-1	177649	oat-1
172064_x_at	WBGene00004323	Cel.5123	Protein RDE-1	rde-1	179393	rde-1
172065_x_at	WBGene00007000	Cel.19368	Protein TUFM-1	tufm-1	175398	tufm-1
172066_x_at	WBGene00001612	Cel.6005	Protein GLR-1	glr-1	176204	glr-1
172067_x_at	WBGene00006654	Cel.19674	Protein TTX-3	ttx-3	181357	ttx-3
